region_name,fips,most_recent_date,most_recent_value,one_year_date,one_year_value,one_year_change
"District of Columbia, DC",11001,2025-11-30,2420.8770402085115,2024-11-30,2426.7162697523486,-0.24062267256455858
"Bernalillo County, NM",35001,2025-11-30,1477.8612698106515,2024-11-30,1448.668457029669,2.0151479546147493
"Jefferson County, AL",1073,2025-11-30,1291.7629114282731,2024-11-30,1280.3197090389103,0.8937769456000012
"Tulsa County, OK",40143,2025-11-30,1379.4086894011675,2024-11-30,1346.598582473434,2.436517263182319
"Providence County, RI",44007,2025-11-30,2028.5891712038715,2024-11-30,1916.1211873134723,5.869565277762347
"Kent County, MI",26081,2025-11-30,1746.1583753003522,2024-11-30,1669.1845904823117,4.611460305645338
"Arapahoe County, CO",8005,2025-11-30,1789.2051170482202,2024-11-30,1836.9174198978085,-2.5974114205004692
"Utah County, UT",49049,2025-11-30,1797.848331447016,2024-11-30,1761.3118943465252,2.074387688958778
"Bucks County, PA",42017,2025-11-30,2245.706851851852,2024-11-30,2159.795444733389,3.9777566587593314
"Monmouth County, NJ",34025,2025-11-30,2833.006698087867,2024-11-30,2733.179368802603,3.6524250996742182
"Ocean County, NJ",34029,2025-11-30,2734.7123544973547,2024-11-30,2630.833503096196,3.948514844398353
"Montgomery County, TX",48339,2025-11-30,1695.5715161435255,2024-11-30,1690.8688662997988,0.27812031656941644
"Johnson County, KS",20091,2025-11-30,1669.3231970984923,2024-11-30,1606.4332586840203,3.9148802525410256
"Brevard County, FL",12009,2025-11-30,1921.20891332874,2024-11-30,1912.7899713069287,0.44013938530109414
"Washington County, OR",41067,2025-11-30,1892.6326686126924,2024-11-30,1912.7251395351132,-1.0504630543677687
"Baltimore City, MD",24510,2025-11-30,1736.9812337254198,2024-11-30,1681.9252697876288,3.273389426198624
"Williamson County, TX",48491,2025-11-30,1550.3101803129728,2024-11-30,1617.8099627645363,-4.172293656556482
"Anne Arundel County, MD",24003,2025-11-30,2274.277639542501,2024-11-30,2214.4588520518546,2.7012824119635477
"Jefferson County, CO",8059,2025-11-30,1904.3957476523155,2024-11-30,1917.651027182643,-0.6912248027630836
"Douglas County, NE",31055,2025-11-30,1383.0858171663724,2024-11-30,1330.797300982609,3.9291119801006262
"Bristol County, MA",25005,2025-11-30,2034.329731952971,2024-11-30,1944.357218738008,4.62736540116636
"Delaware County, PA",42045,2025-11-30,1695.5718576993524,2024-11-30,1638.9216002923868,3.4565568845306074
"Union County, NJ",34039,2025-11-30,2589.6819736842103,2024-11-30,2514.6525100240415,2.9836911207843797
"New Castle County, DE",10003,2025-11-30,1877.6952898952895,2024-11-30,1818.215525597601,3.2713263889955497
"Dane County, WI",55025,2025-11-30,1817.159656293952,2024-11-30,1759.4148238491357,3.282047625271552
"Pasco County, FL",12101,2025-11-30,2000.059099229854,2024-11-30,1976.8830337401089,1.1723539073476559
"Stanislaus County, CA",6099,2025-11-30,2069.777228163993,2024-11-30,2055.2813209015876,0.7053003944027808
"Lancaster County, PA",42071,2025-11-30,1454.8995099384183,2024-11-30,1401.155867488612,3.835664803383697
"Ramsey County, MN",27123,2025-11-30,1504.106415473574,2024-11-30,1455.2272336985875,3.358869367140407
"Volusia County, FL",12127,2025-11-30,1729.4771421894925,2024-11-30,1701.9518362574545,1.6172787822577521
"Summit County, OH",39153,2025-11-30,1233.8614979002873,2024-11-30,1192.0379206056523,3.508577753414525
"Guilford County, NC",37081,2025-11-30,1423.7543817597686,2024-11-30,1385.3807988494352,2.7698942371803374
"Montgomery County, OH",39113,2025-11-30,1243.5629679080928,2024-11-30,1198.8028070605894,3.733738408342007
"Chester County, PA",42029,2025-11-30,2144.3541916860145,2024-11-30,2058.873616153591,4.151812664058487
"Spokane County, WA",53063,2025-11-30,1509.5741218710043,2024-11-30,1473.2913505811275,2.4627017103959346
"Plymouth County, MA",25023,2025-11-30,2737.345707070707,2024-11-30,2630.51778349867,4.061098702398907
"Camden County, NJ",34007,2025-11-30,2046.8318962123003,2024-11-30,1983.266834592761,3.2050685520887905
"Passaic County, NJ",34031,2025-11-30,2281.6752252252254,2024-11-30,2224.166494558031,2.5856306534561884
"Sedgwick County, KS",20173,2025-11-30,1177.370936699547,2024-11-30,1129.547840341682,4.233826549869605
"Greenville County, SC",45045,2025-11-30,1598.1126028589442,2024-11-30,1566.2614859449268,2.0335759513873017
"Kane County, IL",17089,2025-11-30,2013.6666911014593,2024-11-30,1925.7689602938935,4.56429263426032
"Adams County, CO",8001,2025-11-30,1895.339278964204,2024-11-30,1933.8416316211085,-1.9909775457997907
"Morris County, NJ",34027,2025-11-30,2834.4607578128707,2024-11-30,2785.0477815332724,1.7742236455417153
"Clark County, WA",53011,2025-11-30,1897.8140299951624,2024-11-30,1860.2566477741932,2.018935519779317
"Lake County, IN",18089,2025-11-30,1424.6827936454445,2024-11-30,1353.0803276189054,5.2918119172231375
"Richmond County, NY",36085,2025-11-30,2407.899672399672,2024-11-30,2280.37727126951,5.592162434559304
"Sonoma County, CA",6097,2025-11-30,2611.9901265401268,2024-11-30,2590.2827438034205,0.8380313998012574
"Polk County, IA",19153,2025-11-30,1209.3085817309536,2024-11-30,1190.0583459891018,1.6175875583522126
"Ada County, ID",16001,2025-11-30,1842.621478390014,2024-11-30,1786.7153046468477,3.1289917088507
"Washoe County, NV",32031,2025-11-30,1929.1356986675464,2024-11-30,1838.2679922319385,4.943115303078343
"Prince William County, VA",51153,2025-11-30,2228.7365238680222,2024-11-30,2215.632861364143,0.5914184941187123
"Knox County, TN",47093,2025-11-30,1787.876965305226,2024-11-30,1782.8557507003982,0.28163885961357926
"Onondaga County, NY",36067,2025-11-30,1627.1180022733731,2024-11-30,1531.247243187607,6.260958804157022
"Tulare County, CA",6107,2025-11-30,1756.5869453782514,2024-11-30,1690.3073038744942,3.921159268011921
"Seminole County, FL",12117,2025-11-30,1858.5885956905377,2024-11-30,1816.0214402692757,2.3439786820440967
"Hampden County, MA",25013,2025-11-30,1836.3973886328724,2024-11-30,1753.979112285596,4.69893146218131
"Burlington County, NJ",34005,2025-11-30,2210.065268065268,2024-11-30,2145.102037713409,3.0284447643855175
"Virginia Beach City, VA",51810,2025-11-30,1998.565194748904,2024-11-30,1903.989211641973,4.967254148744367
"East Baton Rouge Parish, LA",22033,2025-11-30,1297.530587200148,2024-11-30,1290.1657237240577,0.5708463138232818
"York County, PA",42133,2025-11-30,1279.6352453102454,2024-11-30,1237.3229847714088,3.4196617261299562
"Solano County, CA",6095,2025-11-30,2417.649874883287,2024-11-30,2394.3242819154675,0.9742035840341067
"Santa Barbara County, CA",6083,2025-11-30,3276.281923436041,2024-11-30,3201.815814138554,2.3257461896671305
"Jefferson Parish, LA",22051,2025-11-30,1549.1505808944833,2024-11-30,1577.9424932422237,-1.8246490268844482
"Monterey County, CA",6053,2025-11-30,2768.687878787879,2024-11-30,2711.2553656232444,2.1182996590006735
"Dakota County, MN",27037,2025-11-30,1664.4515599343183,2024-11-30,1602.4700724391816,3.867871766290914
"Lucas County, OH",39095,2025-11-30,1104.8070625490966,2024-11-30,1051.9377537042378,5.025897079811767
"Sarasota County, FL",12115,2025-11-30,2168.083763320641,2024-11-30,2230.9970181559443,-2.8199614039513525
"Berks County, PA",42011,2025-11-30,1495.7152319902318,2024-11-30,1455.0343992151722,2.7958674239593453
"Pinal County, AZ",4021,2025-11-30,1846.793935920564,2024-11-30,1841.939896638277,0.2635286466809302
"Hillsborough County, NH",33011,2025-11-30,2057.143355274862,2024-11-30,1982.4213725387451,3.7692280647895746
"Cameron County, TX",48061,2025-11-30,1446.1684344142293,2024-11-30,1412.8576693981795,2.3576872417898147
"Clackamas County, OR",41005,2025-11-30,1943.9975193798448,2024-11-30,1939.2400214874792,0.24532795526344187
"Richland County, SC",45079,2025-11-30,1543.5760484595855,2024-11-30,1466.9639538309511,5.22249332906669
"Mobile County, AL",1097,2025-11-30,1258.2280154486036,2024-11-30,1208.0918298491863,4.150031012599112
"Loudoun County, VA",51107,2025-11-30,2668.7981044159696,2024-11-30,2580.7228695193635,3.412812585839927
"Genesee County, MI",26049,2025-11-30,1076.9407407407407,2024-11-30,1059.7832573665494,1.6189615428371522
"Waukesha County, WI",55133,2025-11-30,1594.32,2024-11-30,1517.2090891222708,5.082418200008212
"Charleston County, SC",45019,2025-11-30,2023.9751574396716,2024-11-30,1988.284375564212,1.795054184104409
"Saint Charles County, MO",29183,2025-11-30,1699.7909794812233,2024-11-30,1649.5185723616296,3.0477017938402646
"Placer County, CA",6061,2025-11-30,2593.193291367513,2024-11-30,2559.72446139573,1.307516901781443
"Orange County, NY",36071,2025-11-30,2241.555887781469,2024-11-30,2226.3591642283195,0.682581849205676
"Pulaski County, AR",5119,2025-11-30,1147.841219702958,2024-11-30,1119.1241988992897,2.566026258025046
"Manatee County, FL",12081,2025-11-30,2044.4552492429204,2024-11-30,2085.9794173962187,-1.9906317294889662
"Butler County, OH",39017,2025-11-30,1506.0817307692307,2024-11-30,1444.9573264958246,4.2301875046814885
"Mercer County, NJ",34021,2025-11-30,2513.984571805006,2024-11-30,2460.3064860361733,2.1817641856203887
"Orleans Parish, LA",22071,2025-11-30,1622.820369187257,2024-11-30,1625.7589040270948,-0.18074850044239918
"Madison County, AL",1089,2025-11-30,1378.6981877876522,2024-11-30,1360.4368178658867,1.342316650207394
"Allen County, IN",18003,2025-11-30,1162.5954966329966,2024-11-30,1136.9292483503953,2.2575062010095444
"Forsyth County, NC",37067,2025-11-30,1544.8860890928474,2024-11-30,1513.5100472542745,2.073064654938607
"Lane County, OR",41039,2025-11-30,1805.550894101442,2024-11-30,1741.698018719531,3.666127807210494
"Osceola County, FL",12097,2025-11-30,2039.9690179885683,2024-11-30,2046.9717741482727,-0.34210321061306237
"Lake County, FL",12069,2025-11-30,2015.7723924268505,2024-11-30,1997.6653356747345,0.9064109202255419
"Stark County, OH",39151,2025-11-30,1113.2767417767418,2024-11-30,1077.1620960217076,3.352758687705103
"Collier County, FL",12021,2025-11-30,2740.6337730362043,2024-11-30,2798.5177833698676,-2.0683810078906
"Washtenaw County, MI",26161,2025-11-30,2164.8223606094575,2024-11-30,2126.342255876777,1.8096853705620215
"Lehigh County, PA",42077,2025-11-30,1777.6162975431137,2024-11-30,1733.4713125813598,2.546623335578385
"Marion County, FL",12083,2025-11-30,1619.2769117385849,2024-11-30,1590.2914658220684,1.8226499066026902
"Brazoria County, TX",48039,2025-11-30,1807.66730408528,2024-11-30,1761.7057524249703,2.608923289093199
"Bell County, TX",48027,2025-11-30,1313.5198230083208,2024-11-30,1308.1792839082016,0.40824213972906925
"Hamilton County, TN",47065,2025-11-30,1500.0520725834194,2024-11-30,1493.3374692540908,0.44963737049218333
"Anoka County, MN",27003,2025-11-30,1644.3775075987842,2024-11-30,1572.751315105056,4.554196954458995
"Chesterfield County, VA",51041,2025-11-30,1830.8845507433743,2024-11-30,1784.904945186751,2.576025444974746
"Davis County, UT",49011,2025-11-30,1811.4558691014747,2024-11-30,1782.6956620794356,1.6132987606247737
"Westmoreland County, PA",42129,2025-11-30,1015.9248737373736,2024-11-30,961.0890167929545,5.705596046389144
"Larimer County, CO",8069,2025-11-30,1880.605459119827,2024-11-30,1851.105966641318,1.5936144667089696
"Nueces County, TX",48355,2025-11-30,1427.8901409683915,2024-11-30,1415.6840326788354,0.8622056905211447
"Douglas County, CO",8035,2025-11-30,2179.2288037561243,2024-11-30,2187.92503822942,-0.39746491864881367
"Galveston County, TX",48167,2025-11-30,1566.8873641247883,2024-11-30,1546.078691830965,1.3458999469930173
"Horry County, SC",45051,2025-11-30,1708.8286540945492,2024-11-30,1706.4209727618313,0.14109539036085805
"Marion County, OR",41047,2025-11-30,1651.8471003786133,2024-11-30,1611.6711412234044,2.4928137091734257
"Somerset County, NJ",34035,2025-11-30,2649.5535259096305,2024-11-30,2524.0587737775436,4.971942548876133
"Hamilton County, IN",18057,2025-11-30,1832.411442529433,2024-11-30,1752.5155970961443,4.5589235020603125
"Rockland County, NY",36087,2025-11-30,2952.6981821068507,2024-11-30,2803.691585950164,5.314657179248501
"Rutherford County, TN",47149,2025-11-30,1703.5866137793023,2024-11-30,1695.7286495591818,0.4633975030240383
"Cumberland County, NC",37051,2025-11-30,1421.6552115283955,2024-11-30,1375.562986791821,3.3507898350822773
"Henrico County, VA",51087,2025-11-30,1722.03810835629,2024-11-30,1690.6836134348744,1.8545453846160076
"Howard County, MD",24027,2025-11-30,2234.9118722889557,2024-11-30,2249.069028513982,-0.6294673949772223
"Boulder County, CO",8013,2025-11-30,2465.0692807439677,2024-11-30,2470.114843101502,-0.2042642823521183
"Saint Lucie County, FL",12111,2025-11-30,2301.644718277859,2024-11-30,2256.76252723523,1.9887866136103383
"Luzerne County, PA",42079,2025-11-30,1290.5578225284107,2024-11-30,1248.1156643492045,3.400498799230799
"Spartanburg County, SC",45083,2025-11-30,1435.8572482801749,2024-11-30,1409.979436750189,1.835332548510825
"Weld County, CO",8123,2025-11-30,1694.6881976064797,2024-11-30,1699.188006364156,-0.2648211228435458
"Fayette County, KY",21067,2025-11-30,1612.5225526614156,2024-11-30,1525.0844375244512,5.7333294462630375
"Lancaster County, NE",31109,2025-11-30,1265.0234900649225,2024-11-30,1224.423194962372,3.3158711195272796
"Durham County, NC",37063,2025-11-30,1628.1035003211302,2024-11-30,1620.482197624835,0.47031079437132634
"Escambia County, FL",12033,2025-11-30,1595.8203205128204,2024-11-30,1565.1434604094852,1.9600030846571284
"Albany County, NY",36001,2025-11-30,1575.0973888775131,2024-11-30,1523.183453769619,3.408252300759698
"Rockingham County, NH",33015,2025-11-30,2362.4453259005145,2024-11-30,2291.806852658486,3.0822175594809837
"Lorain County, OH",39093,2025-11-30,1319.9069284802044,2024-11-30,1226.6981445587394,7.598347183853741
"Northampton County, PA",42095,2025-11-30,1749.0141275808571,2024-11-30,1692.2709400916565,3.3530793530099454
"McHenry County, IL",17111,2025-11-30,2113.5674999999997,2024-11-30,2028.7848626507368,4.178986097051656
"Lubbock County, TX",48303,2025-11-30,1307.6998953427526,2024-11-30,1297.81202560844,0.7618876647160737
"Saint Louis City, MO",29510,2025-11-30,1284.4822325086172,2024-11-30,1238.9138192105106,3.678093874773695
"Cumberland County, ME",23005,2025-11-30,2331.44245142528,2024-11-30,2255.7641536907736,3.3548851997973848
"Gloucester County, NJ",34015,2025-11-30,2562.8267399267397,2024-11-30,2481.41059110366,3.281043012993195
"Greene County, MO",29077,2025-11-30,1254.0878423036386,2024-11-30,1202.3282390592815,4.304947813989176
"Dutchess County, NY",36027,2025-11-30,2109.7932630906766,2024-11-30,2063.0481710857357,2.2658264920852553
"Chatham County, GA",13051,2025-11-30,1764.9506276442244,2024-11-30,1746.5004702970257,1.05640723612636
"Clayton County, GA",13063,2025-11-30,1699.2836758792691,2024-11-30,1615.8894058865496,5.160889705008348
"Ottawa County, MI",26139,2025-11-30,1710.9421497584542,2024-11-30,1646.1248988849702,3.9375657896547844
"Anchorage Borough, AK",2020,2025-11-30,1705.612883470285,2024-11-30,1623.9944700585013,5.025781486118207
"Cleveland County, OK",40027,2025-11-30,1385.5684692408122,2024-11-30,1343.196883186047,3.1545327855630747
"Lexington County, SC",45063,2025-11-30,1587.6133544749823,2024-11-30,1546.3478479646926,2.6685785196780576
"Leon County, FL",12073,2025-11-30,1460.1145983798924,2024-11-30,1422.4773938671667,2.6458912229462346
"Thurston County, WA",53067,2025-11-30,2054.1497930899864,2024-11-30,1971.4646988457844,4.194094588283061
"Ingham County, MI",26065,2025-11-30,1303.208936448856,2024-11-30,1233.413145889798,5.658751959280169
"Winnebago County, IL",17201,2025-11-30,1211.547151047151,2024-11-30,1127.015571128701,7.5004802137553455
"Dauphin County, PA",42043,2025-11-30,1341.0883775631407,2024-11-30,1290.633899828215,3.909278823502264
"San Luis Obispo County, CA",6079,2025-11-30,2825.9399256376614,2024-11-30,2743.417715216739,3.0080074923771827
"Benton County, AR",5007,2025-11-30,1548.2298996780064,2024-11-30,1502.3120566801051,3.0564783657113925
"Merced County, CA",6047,2025-11-30,1973.0071884384383,2024-11-30,1925.268363929475,2.4795932558476297
"York County, SC",45091,2025-11-30,1649.6565124933547,2024-11-30,1616.573705162168,2.0464768927976644
"Alachua County, FL",12001,2025-11-30,1687.7017790262173,2024-11-30,1631.492522380924,3.4452659680759217
"Atlantic County, NJ",34001,2025-11-30,2109.051184926185,2024-11-30,1967.2683307368336,7.207092798380348
"Kitsap County, WA",53035,2025-11-30,2034.7840146518993,2024-11-30,2001.504455285412,1.6627272189479938
"Santa Cruz County, CA",6087,2025-11-30,3408.86424845205,2024-11-30,3353.048394192878,1.6646301424053225
"Saint Joseph County, IN",18141,2025-11-30,1332.8646935879735,2024-11-30,1271.172604646499,4.853163820237503
"Erie County, PA",42049,2025-11-30,1046.5022522522522,2024-11-30,995.0298201566447,5.172953719869854
"New London County, CT",9011,2025-11-30,1804.4323942437288,2024-11-30,1762.6310521293526,2.3715310168783166
"Frederick County, MD",24021,2025-11-30,2101.161996926247,2024-11-30,2075.3606672700175,1.2432214825661678
"Brown County, WI",55009,2025-11-30,1091.8289690382082,2024-11-30,1030.5790654773955,5.943251285862278
